,index,level_0,level_1,Bldg:,Room:,Days:,Time:,Class Enrl Tot:,start_time,end_time
3092,3092,SPAN, 261,Dey Hall,0102,MWF,14:30 - 15:20,18,1900-01-01 14:30:00,1900-01-01 15:20:00
3029,3029,SPAN, 203,Dey Hall,0201,MWF,09:05 - 09:55,19,1900-01-01 09:05:00,1900-01-01 09:55:00
3128,3128,SPAN, 401,Dey Hall,0201,MWF,10:10 - 11:00,16,1900-01-01 10:10:00,1900-01-01 11:00:00
785,785,COMM,  89,Dey Hall,0201,MWF,11:15 - 12:05,22,1900-01-01 11:15:00,1900-01-01 12:05:00
3074,3074,SPAN, 204,Dey Hall,0201,MWF,12:20 - 13:10,19,1900-01-01 12:20:00,1900-01-01 13:10:00
3091,3091,SPAN, 261,Dey Hall,0201,MWF,13:25 - 14:15,19,1900-01-01 13:25:00,1900-01-01 14:15:00
3059,3059,SPAN, 203,Dey Hall,0201,MWF,14:30 - 15:20,19,1900-01-01 14:30:00,1900-01-01 15:20:00
2995,2995,SPAN, 105,Dey Hall,0202,MWF,08:00 - 08:50,17,1900-01-01 08:00:00,1900-01-01 08:50:00
3027,3027,SPAN, 203,Dey Hall,0202,MWF,09:05 - 09:55,19,1900-01-01 09:05:00,1900-01-01 09:55:00
3096,3096,SPAN, 267,Dey Hall,0202,MWF,10:10 - 11:00,25,1900-01-01 10:10:00,1900-01-01 11:00:00
3123,3123,SPAN, 369,Dey Hall,0202,MWF,11:15 - 12:05,19,1900-01-01 11:15:00,1900-01-01 12:05:00
3073,3073,SPAN, 204,Dey Hall,0202,MWF,12:20 - 13:10,15,1900-01-01 12:20:00,1900-01-01 13:10:00
3081,3081,SPAN, 255H,Dey Hall,0202,MWF,13:25 - 14:15,6,1900-01-01 13:25:00,1900-01-01 14:15:00
3082,3082,SPAN, 255H,Dey Hall,0202,MWF,13:25 - 14:15,3,1900-01-01 13:25:00,1900-01-01 14:15:00
3057,3057,SPAN, 203,Dey Hall,0202,MWF,14:30 - 15:20,16,1900-01-01 14:30:00,1900-01-01 15:20:00
3028,3028,SPAN, 203,Dey Hall,0203,MWF,09:05 - 09:55,19,1900-01-01 09:05:00,1900-01-01 09:55:00
3114,3114,SPAN, 329,Dey Hall,0203,MWF,10:10 - 11:00,10,1900-01-01 10:10:00,1900-01-01 11:00:00
2959,2959,PORT, 102,Dey Hall,0203,MWF,11:15 - 12:05,25,1900-01-01 11:15:00,1900-01-01 12:05:00
3075,3075,SPAN, 204,Dey Hall,0203,MWF,12:20 - 13:10,19,1900-01-01 12:20:00,1900-01-01 13:10:00
3090,3090,SPAN, 261,Dey Hall,0203,MWF,13:25 - 14:15,18,1900-01-01 13:25:00,1900-01-01 14:15:00
3058,3058,SPAN, 203,Dey Hall,0203,MWF,14:30 - 15:20,19,1900-01-01 14:30:00,1900-01-01 15:20:00
2893,2893,FREN, 105,Dey Hall,0204,MWF,08:00 - 08:50,18,1900-01-01 08:00:00,1900-01-01 08:50:00
3025,3025,SPAN, 203,Dey Hall,0204,MWF,09:05 - 09:55,19,1900-01-01 09:05:00,1900-01-01 09:55:00
3079,3079,SPAN, 255,Dey Hall,0204,MWF,10:10 - 11:00,18,1900-01-01 10:10:00,1900-01-01 11:00:00
3101,3101,SPAN, 301,Dey Hall,0204,MWF,11:15 - 12:05,20,1900-01-01 11:15:00,1900-01-01 12:05:00
3049,3049,SPAN, 203,Dey Hall,0204,MWF,12:20 - 13:10,21,1900-01-01 12:20:00,1900-01-01 13:10:00
3055,3055,SPAN, 203,Dey Hall,0204,MWF,13:25 - 14:15,19,1900-01-01 13:25:00,1900-01-01 14:15:00
3020,3020,SPAN, 203,Dey Hall,0205,MWF,08:00 - 08:50,19,1900-01-01 08:00:00,1900-01-01 08:50:00
3064,3064,SPAN, 204,Dey Hall,0205,MWF,09:05 - 09:55,19,1900-01-01 09:05:00,1900-01-01 09:55:00
2976,2976,ROML, 700,Dey Hall,0205,MWF,10:10 - 11:00,11,1900-01-01 10:10:00,1900-01-01 11:00:00
73,73,AMST, 294,Dey Hall,0205,MWF,11:15 - 12:05,12,1900-01-01 11:15:00,1900-01-01 12:05:00
2965,2965,PORT, 203,Dey Hall,0205,MWF,12:20 - 13:10,17,1900-01-01 12:20:00,1900-01-01 13:10:00
3117,3117,SPAN, 340,Dey Hall,0205,MW,13:25 - 14:40,22,1900-01-01 13:25:00,1900-01-01 14:40:00
3005,3005,SPAN, 105,Dey Hall,0206,MWF,09:05 - 09:55,18,1900-01-01 09:05:00,1900-01-01 09:55:00
3067,3067,SPAN, 204,Dey Hall,0206,MWF,10:10 - 11:00,19,1900-01-01 10:10:00,1900-01-01 11:00:00
3072,3072,SPAN, 204,Dey Hall,0206,MWF,11:15 - 12:05,21,1900-01-01 11:15:00,1900-01-01 12:05:00
3046,3046,SPAN, 203,Dey Hall,0206,MWF,12:20 - 13:10,20,1900-01-01 12:20:00,1900-01-01 13:10:00
3052,3052,SPAN, 203,Dey Hall,0206,MWF,13:25 - 14:15,18,1900-01-01 13:25:00,1900-01-01 14:15:00
2933,2933,ITAL, 101,Dey Hall,0206,MWF,14:30 - 15:20,16,1900-01-01 14:30:00,1900-01-01 15:20:00
2535,2535,POLI, 150,Dey Hall,0206,MW,15:35 - 16:50,39,1900-01-01 15:35:00,1900-01-01 16:50:00
2731,2731,PWAD, 150,Dey Hall,0206,MW,15:35 - 16:50,4,1900-01-01 15:35:00,1900-01-01 16:50:00
3614,3614,EDUC, 387,Dey Hall,0206,M,17:00 - 20:00,9,1900-01-01 17:00:00,1900-01-01 20:00:00
3026,3026,SPAN, 203,Dey Hall,0208,MWF,09:05 - 09:55,18,1900-01-01 09:05:00,1900-01-01 09:55:00
3085,3085,SPAN, 261,Dey Hall,0208,MWF,10:10 - 11:00,18,1900-01-01 10:10:00,1900-01-01 11:00:00
3115,3115,SPAN, 329,Dey Hall,0208,MWF,11:15 - 12:05,19,1900-01-01 11:15:00,1900-01-01 12:05:00
3050,3050,SPAN, 203,Dey Hall,0208,MWF,12:20 - 13:10,19,1900-01-01 12:20:00,1900-01-01 13:10:00
3016,3016,SPAN, 105,Dey Hall,0208,MWF,13:25 - 14:15,18,1900-01-01 13:25:00,1900-01-01 14:15:00
3018,3018,SPAN, 105,Dey Hall,0208,MWF,14:30 - 15:20,19,1900-01-01 14:30:00,1900-01-01 15:20:00
3019,3019,SPAN, 105,Dey Hall,0208,MWF,15:35 - 16:25,17,1900-01-01 15:35:00,1900-01-01 16:25:00
2952,2952,PORT, 101,Dey Hall,0209,MWF,08:00 - 08:50,19,1900-01-01 08:00:00,1900-01-01 08:50:00
2953,2953,PORT, 101,Dey Hall,0209,MWF,09:05 - 09:55,17,1900-01-01 09:05:00,1900-01-01 09:55:00
2954,2954,PORT, 101,Dey Hall,0209,MWF,10:10 - 11:00,19,1900-01-01 10:10:00,1900-01-01 11:00:00
2968,2968,PORT, 385,Dey Hall,0209,MWF,11:15 - 12:05,19,1900-01-01 11:15:00,1900-01-01 12:05:00
3042,3042,SPAN, 203,Dey Hall,0209,MWF,12:20 - 13:10,19,1900-01-01 12:20:00,1900-01-01 13:10:00
2970,2970,PORT, 401,Dey Hall,0209,MWF,13:25 - 14:15,20,1900-01-01 13:25:00,1900-01-01 14:15:00
3061,3061,SPAN, 203,Dey Hall,0209,MWF,14:30 - 15:20,16,1900-01-01 14:30:00,1900-01-01 15:20:00
3023,3023,SPAN, 203,Dey Hall,0210,MWF,08:00 - 08:50,17,1900-01-01 08:00:00,1900-01-01 08:50:00
3078,3078,SPAN, 255,Dey Hall,0210,MWF,09:05 - 09:55,17,1900-01-01 09:05:00,1900-01-01 09:55:00
2961,2961,PORT, 203,Dey Hall,0210,MWF,10:10 - 11:00,17,1900-01-01 10:10:00,1900-01-01 11:00:00
2962,2962,PORT, 203,Dey Hall,0210,MWF,11:15 - 12:05,16,1900-01-01 11:15:00,1900-01-01 12:05:00
2941,2941,ITAL, 203,Dey Hall,0210,MWF,12:20 - 13:10,18,1900-01-01 12:20:00,1900-01-01 13:10:00
2918,2918,FREN, 280,Dey Hall,0210,MW,13:25 - 14:40,15,1900-01-01 13:25:00,1900-01-01 14:40:00
3022,3022,SPAN, 203,Dey Hall,0301,MWF,08:00 - 08:50,19,1900-01-01 08:00:00,1900-01-01 08:50:00
3105,3105,SPAN, 321,Dey Hall,0301,MWF,09:05 - 09:55,21,1900-01-01 09:05:00,1900-01-01 09:55:00
3100,3100,SPAN, 301,Dey Hall,0301,MWF,10:10 - 11:00,19,1900-01-01 10:10:00,1900-01-01 11:00:00
2955,2955,PORT, 101,Dey Hall,0301,MWF,11:15 - 12:05,20,1900-01-01 11:15:00,1900-01-01 12:05:00
2963,2963,PORT, 203,Dey Hall,0301,MWF,12:20 - 13:10,18,1900-01-01 12:20:00,1900-01-01 13:10:00
2920,2920,FREN, 300,Dey Hall,0301,MWF,13:25 - 14:15,10,1900-01-01 13:25:00,1900-01-01 14:15:00
2926,2926,FREN, 601,Dey Hall,0301,M,16:40 - 18:10,11,1900-01-01 16:40:00,1900-01-01 18:10:00
2996,2996,SPAN, 105,Dey Hall,0302,MWF,08:00 - 08:50,19,1900-01-01 08:00:00,1900-01-01 08:50:00
3030,3030,SPAN, 203,Dey Hall,0302,MWF,09:05 - 09:55,18,1900-01-01 09:05:00,1900-01-01 09:55:00
2958,2958,PORT, 102,Dey Hall,0302,MWF,10:10 - 11:00,21,1900-01-01 10:10:00,1900-01-01 11:00:00
2906,2906,FREN, 203,Dey Hall,0302,MWF,11:15 - 12:05,18,1900-01-01 11:15:00,1900-01-01 12:05:00
2956,2956,PORT, 101,Dey Hall,0302,MWF,12:20 - 13:10,20,1900-01-01 12:20:00,1900-01-01 13:10:00
2964,2964,PORT, 203,Dey Hall,0302,MWF,13:25 - 14:15,17,1900-01-01 13:25:00,1900-01-01 14:15:00
22,22,AAAD, 421,Dey Hall,0302,MWF,15:35 - 16:25,11,1900-01-01 15:35:00,1900-01-01 16:25:00
2927,2927,ITAL, 101,Dey Hall,0303,MWF,08:00 - 08:50,18,1900-01-01 08:00:00,1900-01-01 08:50:00
3024,3024,SPAN, 203,Dey Hall,0303,MWF,09:05 - 09:55,20,1900-01-01 09:05:00,1900-01-01 09:55:00
1235,1235,ENGL, 329,Dey Hall,0303,MWF,10:10 - 11:00,20,1900-01-01 10:10:00,1900-01-01 11:00:00
3087,3087,SPAN, 261,Dey Hall,0303,MWF,11:15 - 12:05,20,1900-01-01 11:15:00,1900-01-01 12:05:00
3048,3048,SPAN, 203,Dey Hall,0303,MWF,12:20 - 13:10,18,1900-01-01 12:20:00,1900-01-01 13:10:00
3054,3054,SPAN, 203,Dey Hall,0303,MWF,13:25 - 14:15,20,1900-01-01 13:25:00,1900-01-01 14:15:00
3063,3063,SPAN, 203,Dey Hall,0303,MWF,14:30 - 15:20,13,1900-01-01 14:30:00,1900-01-01 15:20:00
197,197,ANTH, 284,Dey Hall,0304,MWF,09:05 - 09:55,32,1900-01-01 09:05:00,1900-01-01 09:55:00
2720,2720,PSYC, 602,Dey Hall,0304,MWF,10:10 - 11:00,32,1900-01-01 10:10:00,1900-01-01 11:00:00
2008,2008,LING, 525,Dey Hall,0304,MWF,11:15 - 12:05,13,1900-01-01 11:15:00,1900-01-01 12:05:00
227,227,ANTH, 541,Dey Hall,0304,MWF,12:20 - 13:10,3,1900-01-01 12:20:00,1900-01-01 13:10:00
2011,2011,LING, 541,Dey Hall,0304,MWF,12:20 - 13:10,25,1900-01-01 12:20:00,1900-01-01 13:10:00
226,226,ANTH, 520,Dey Hall,0304,MWF,13:25 - 14:15,1,1900-01-01 13:25:00,1900-01-01 14:15:00
2007,2007,LING, 520,Dey Hall,0304,MWF,13:25 - 14:15,12,1900-01-01 13:25:00,1900-01-01 14:15:00
2649,2649,NSCI, 320,Dey Hall,0304,MWF,14:30 - 15:20,32,1900-01-01 14:30:00,1900-01-01 15:20:00
1733,1733,HIST, 106,Dey Hall,0305,MWF,09:05 - 09:55,37,1900-01-01 09:05:00,1900-01-01 09:55:00
2974,2974,ROML,  89,Dey Hall,0305,MWF,10:10 - 11:00,22,1900-01-01 10:10:00,1900-01-01 11:00:00
1722,1722,RUSS, 278,Dey Hall,0305,MW,14:30 - 15:20,52,1900-01-01 14:30:00,1900-01-01 15:20:00
3021,3021,SPAN, 203,Dey Hall,0306,MWF,08:00 - 08:50,21,1900-01-01 08:00:00,1900-01-01 08:50:00
3066,3066,SPAN, 204,Dey Hall,0306,MWF,09:05 - 09:55,15,1900-01-01 09:05:00,1900-01-01 09:55:00
3122,3122,SPAN, 360,Dey Hall,0306,MWF,10:10 - 11:00,19,1900-01-01 10:10:00,1900-01-01 11:00:00
3099,3099,SPAN, 300,Dey Hall,0306,MWF,11:15 - 12:05,20,1900-01-01 11:15:00,1900-01-01 12:05:00
3088,3088,SPAN, 261,Dey Hall,0306,MWF,12:20 - 13:10,19,1900-01-01 12:20:00,1900-01-01 13:10:00
2957,2957,PORT, 101,Dey Hall,0306,MWF,13:25 - 14:15,22,1900-01-01 13:25:00,1900-01-01 14:15:00
3060,3060,SPAN, 203,Dey Hall,0306,MWF,14:30 - 15:20,18,1900-01-01 14:30:00,1900-01-01 15:20:00
2263,2263,PHIL, 110,Dey Hall,0307,MWF,08:00 - 08:50,39,1900-01-01 08:00:00,1900-01-01 08:50:00
3068,3068,SPAN, 204,Dey Hall,0307,MWF,10:10 - 11:00,20,1900-01-01 10:10:00,1900-01-01 11:00:00
3080,3080,SPAN, 255,Dey Hall,0307,MWF,11:15 - 12:05,15,1900-01-01 11:15:00,1900-01-01 12:05:00
3047,3047,SPAN, 203,Dey Hall,0307,MWF,12:20 - 13:10,20,1900-01-01 12:20:00,1900-01-01 13:10:00
3053,3053,SPAN, 203,Dey Hall,0307,MWF,13:25 - 14:15,20,1900-01-01 13:25:00,1900-01-01 14:15:00
14,14,AAAD, 298,Dey Hall,0307,MW,15:35 - 16:50,33,1900-01-01 15:35:00,1900-01-01 16:50:00
1095,1095,ENGL, 105,Dey Hall,0313,MWF,10:10 - 11:00,16,1900-01-01 10:10:00,1900-01-01 11:00:00
1013,1013,CMPL, 463,Dey Hall,0313,MWF,14:30 - 15:20,20,1900-01-01 14:30:00,1900-01-01 15:20:00
2999,2999,SPAN, 105,Dey Hall,0401,MWF,08:00 - 08:50,20,1900-01-01 08:00:00,1900-01-01 08:50:00
1695,1695,GERM, 301,Dey Hall,0401,MWF,10:10 - 11:00,13,1900-01-01 10:10:00,1900-01-01 11:00:00
1692,1692,GERM, 204,Dey Hall,0401,MWF,12:20 - 13:10,14,1900-01-01 12:20:00,1900-01-01 13:10:00
1693,1693,GERM, 204,Dey Hall,0401,MWF,13:25 - 14:15,13,1900-01-01 13:25:00,1900-01-01 14:15:00
1713,1713,PLSH, 401,Dey Hall,0401,MWF,14:30 - 15:20,6,1900-01-01 14:30:00,1900-01-01 15:20:00
1435,1435,ENEC, 490,Dey Hall,0401,MW,15:30 - 17:00,18,1900-01-01 15:30:00,1900-01-01 17:00:00
2998,2998,SPAN, 105,Dey Hall,0402,MWF,08:00 - 08:50,18,1900-01-01 08:00:00,1900-01-01 08:50:00
1687,1687,GERM, 203,Dey Hall,0402,MWF,09:05 - 09:55,12,1900-01-01 09:05:00,1900-01-01 09:55:00
1688,1688,GERM, 203,Dey Hall,0402,MWF,10:10 - 11:00,18,1900-01-01 10:10:00,1900-01-01 11:00:00
1689,1689,GERM, 203,Dey Hall,0402,MWF,11:15 - 12:05,19,1900-01-01 11:15:00,1900-01-01 12:05:00
1690,1690,GERM, 203,Dey Hall,0402,MWF,12:20 - 13:10,17,1900-01-01 12:20:00,1900-01-01 13:10:00
1691,1691,GERM, 203,Dey Hall,0402,MWF,13:25 - 14:15,16,1900-01-01 13:25:00,1900-01-01 14:15:00
1012,1012,CMPL, 460,Dey Hall,0403,MW,16:40 - 17:55,11,1900-01-01 16:40:00,1900-01-01 17:55:00
827,827,COMM, 170,Dey Hall,0404,MWF,10:10 - 11:00,26,1900-01-01 10:10:00,1900-01-01 11:00:00
1721,1721,RUSS, 203,Dey Hall,0404,MWF,11:15 - 12:05,18,1900-01-01 11:15:00,1900-01-01 12:05:00
1026,1026,ENGL, 100,Dey Hall,0404,MWF,12:20 - 13:10,14,1900-01-01 12:20:00,1900-01-01 13:10:00
34,34,WOLO, 403,Dey Hall,0405,MWF,09:05 - 09:55,1,1900-01-01 09:05:00,1900-01-01 09:55:00
1720,1720,RUSS, 203,Dey Hall,0405,MWF,10:10 - 11:00,14,1900-01-01 10:10:00,1900-01-01 11:00:00
1015,1015,CMPL, 469,Dey Hall,0405,MWF,11:15 - 12:05,9,1900-01-01 11:15:00,1900-01-01 12:05:00
1677,1677,CZCH, 469,Dey Hall,0405,MWF,11:15 - 12:05,6,1900-01-01 11:15:00,1900-01-01 12:05:00
411,411,TURK, 203,Dey Hall,0405,MWF,13:25 - 14:15,7,1900-01-01 13:25:00,1900-01-01 14:15:00
3976,3976,HBEH, 690,Dey Hall,0405,M,20:00 - 21:00,12,1900-01-01 20:00:00,1900-01-01 21:00:00
2891,2891,FREN, 102,Dey Hall,0410,MWF,09:05 - 09:55,18,1900-01-01 09:05:00,1900-01-01 09:55:00
1719,1719,RUSS, 203,Dey Hall,0410,MWF,10:10 - 11:00,19,1900-01-01 10:10:00,1900-01-01 11:00:00
3110,3110,SPAN, 325,Dey Hall,0410,MWF,11:15 - 12:05,20,1900-01-01 11:15:00,1900-01-01 12:05:00
1696,1696,GERM, 301,Dey Hall,0410,MWF,13:25 - 14:15,10,1900-01-01 13:25:00,1900-01-01 14:15:00
1678,1678,DTCH, 402,Dey Hall,0410,MWF,14:30 - 15:20,23,1900-01-01 14:30:00,1900-01-01 15:20:00
1676,1676,CZCH, 401,Dey Hall,0412,MWF,09:05 - 09:55,14,1900-01-01 09:05:00,1900-01-01 09:55:00
1726,1726,RUSS, 411,Dey Hall,0412,MWF,10:10 - 11:00,9,1900-01-01 10:10:00,1900-01-01 11:00:00
1725,1725,RUSS, 409,Dey Hall,0412,MWF,12:20 - 13:10,19,1900-01-01 12:20:00,1900-01-01 13:10:00
3131,3131,SPAN, 621,Dey Hall,0412,M,15:35 - 18:05,18,1900-01-01 15:35:00,1900-01-01 18:05:00
3083,3083,SPAN, 261,Dey Hall,107A,MWF,08:00 - 08:50,15,1900-01-01 08:00:00,1900-01-01 08:50:00
372,372,HEBR, 101,Dey Hall,107A,MWF,09:05 - 09:55,14,1900-01-01 09:05:00,1900-01-01 09:55:00
3106,3106,SPAN, 321,Dey Hall,107A,MWF,10:10 - 11:00,17,1900-01-01 10:10:00,1900-01-01 11:00:00
373,373,HEBR, 101,Dey Hall,107A,MWF,12:20 - 13:10,17,1900-01-01 12:20:00,1900-01-01 13:10:00
84,84,CHER, 101,Dey Hall,107A,MWF,13:25 - 14:15,13,1900-01-01 13:25:00,1900-01-01 14:15:00
356,356,CHIN, 203,Dey Hall,303A,MTuWTh,14:30 - 15:20,16,1900-01-01 14:30:00,1900-01-01 15:20:00
357,357,CHIN, 203,Dey Hall,303A,MTuWTh,15:35 - 16:25,19,1900-01-01 15:35:00,1900-01-01 16:25:00
1486,1486,EXSS, 327,Fetzer Hall,0104,MW,08:45 - 10:00,28,1900-01-01 08:45:00,1900-01-01 10:00:00
1476,1476,EXSS, 273,Fetzer Hall,0104,MWF,10:10 - 11:00,40,1900-01-01 10:10:00,1900-01-01 11:00:00
210,210,ANTH, 390,Fetzer Hall,0104,MWF,11:15 - 12:05,29,1900-01-01 11:15:00,1900-01-01 12:05:00
3415,3415,LAW, 200,Fetzer Hall,0104,MW,13:00 - 14:25,30,1900-01-01 13:00:00,1900-01-01 14:25:00
2997,2997,SPAN, 105,Fetzer Hall,0106,MWF,08:00 - 08:50,21,1900-01-01 08:00:00,1900-01-01 08:50:00
1489,1489,EXSS, 376,Fetzer Hall,0106,MW,09:05 - 09:55,50,1900-01-01 09:05:00,1900-01-01 09:55:00
3164,3164,SOCI, 125,Fetzer Hall,0106,MWF,10:10 - 11:00,57,1900-01-01 10:10:00,1900-01-01 11:00:00
1490,1490,EXSS, 376,Fetzer Hall,0106,MW,11:15 - 12:05,53,1900-01-01 11:15:00,1900-01-01 12:05:00
2886,2886,FREN, 101,Fetzer Hall,0106,MWF,12:20 - 13:10,13,1900-01-01 12:20:00,1900-01-01 13:10:00
2887,2887,FREN, 101,Fetzer Hall,0106,MWF,12:20 - 13:10,12,1900-01-01 12:20:00,1900-01-01 13:10:00
812,812,COMM, 140,Fetzer Hall,0109,MW,09:05 - 09:55,121,1900-01-01 09:05:00,1900-01-01 09:55:00
2840,2840,RELI, 125,Fetzer Hall,0109,MW,11:15 - 12:05,115,1900-01-01 11:15:00,1900-01-01 12:05:00
2646,2646,NSCI, 225,Fetzer Hall,0109,MWF,12:20 - 13:10,120,1900-01-01 12:20:00,1900-01-01 13:10:00
182,182,ANTH, 270,Fetzer Hall,0109,MWF,13:25 - 14:15,104,1900-01-01 13:25:00,1900-01-01 14:15:00
1556,1556,PHYA, 229,Fetzer Hall,0109,MW,16:40 - 17:30,8,1900-01-01 16:40:00,1900-01-01 17:30:00
1510,1510,LFIT, 105,Fetzer Hall,0110,MW,08:00 - 08:50,26,1900-01-01 08:00:00,1900-01-01 08:50:00
1511,1511,LFIT, 105,Fetzer Hall,0110,MW,09:05 - 09:55,28,1900-01-01 09:05:00,1900-01-01 09:55:00
1512,1512,LFIT, 105,Fetzer Hall,0110,MW,11:15 - 12:05,27,1900-01-01 11:15:00,1900-01-01 12:05:00
1513,1513,LFIT, 105,Fetzer Hall,0110,MW,13:25 - 14:15,29,1900-01-01 13:25:00,1900-01-01 14:15:00
1514,1514,LFIT, 105,Fetzer Hall,0110,MW,14:30 - 15:20,27,1900-01-01 14:30:00,1900-01-01 15:20:00
1515,1515,LFIT, 105,Fetzer Hall,0110,MW,15:35 - 16:25,28,1900-01-01 15:35:00,1900-01-01 16:25:00
1519,1519,LFIT, 109,Fetzer Hall,0121,MW,09:05 - 09:55,24,1900-01-01 09:05:00,1900-01-01 09:55:00
1520,1520,LFIT, 109,Fetzer Hall,0121,MW,10:10 - 11:00,24,1900-01-01 10:10:00,1900-01-01 11:00:00
1521,1521,LFIT, 109,Fetzer Hall,0121,MW,11:15 - 12:05,23,1900-01-01 11:15:00,1900-01-01 12:05:00
1522,1522,LFIT, 109,Fetzer Hall,0121,MW,13:25 - 14:15,23,1900-01-01 13:25:00,1900-01-01 14:15:00
1523,1523,LFIT, 109,Fetzer Hall,0121,MW,14:30 - 15:20,22,1900-01-01 14:30:00,1900-01-01 15:20:00
1524,1524,LFIT, 109,Fetzer Hall,0121,MW,15:35 - 16:25,23,1900-01-01 15:35:00,1900-01-01 16:25:00
926,926,COMP, 655,Fred Brooks Hall at ,F007,MW,11:15 - 12:30,18,1900-01-01 11:15:00,1900-01-01 12:30:00
878,878,COMP,  89,Fred Brooks Hall at ,F008,MW,13:25 - 14:40,12,1900-01-01 13:25:00,1900-01-01 14:40:00
2807,2807,RELI,  89,Fred Brooks Hall at ,F008,MW,13:25 - 14:40,11,1900-01-01 13:25:00,1900-01-01 14:40:00
48,48,AMST, 102,Fred Brooks Hall at ,F009,MW,10:10 - 11:25,73,1900-01-01 10:10:00,1900-01-01 11:25:00
312,312,ASIA, 133,Fred Brooks Hall at ,F009,MW,12:20 - 13:10,5,1900-01-01 12:20:00,1900-01-01 13:10:00
1792,1792,HIST, 133,Fred Brooks Hall at ,F009,MW,12:20 - 13:10,48,1900-01-01 12:20:00,1900-01-01 13:10:00
910,910,COMP, 431,Fred Brooks Hall at ,F009,MW,15:35 - 16:50,76,1900-01-01 15:35:00,1900-01-01 16:50:00
1265,1265,ECON, 101,Gardner,0001,M,08:00 - 08:50,29,1900-01-01 08:00:00,1900-01-01 08:50:00
1378,1378,ECON, 701,Gardner,0001,MW,09:05 - 10:20,19,1900-01-01 09:05:00,1900-01-01 10:20:00
1391,1391,ECON, 890,Gardner,0001,MW,10:30 - 11:45,4,1900-01-01 10:30:00,1900-01-01 11:45:00
1382,1382,ECON, 720,Gardner,0001,MW,13:25 - 14:40,23,1900-01-01 13:25:00,1900-01-01 14:40:00
1281,1281,ECON, 101,Gardner,0007,M,09:05 - 09:55,24,1900-01-01 09:05:00,1900-01-01 09:55:00
1283,1283,ECON, 101,Gardner,0007,M,10:10 - 11:00,31,1900-01-01 10:10:00,1900-01-01 11:00:00
1285,1285,ECON, 101,Gardner,0007,M,11:15 - 12:05,27,1900-01-01 11:15:00,1900-01-01 12:05:00
2902,2902,FREN, 150,Gardner,0007,MWF,12:20 - 13:10,13,1900-01-01 12:20:00,1900-01-01 13:10:00
1338,1338,ECON, 410,Gardner,0007,M,13:25 - 14:15,33,1900-01-01 13:25:00,1900-01-01 14:15:00
1287,1287,ECON, 101,Gardner,0007,M,14:30 - 15:20,31,1900-01-01 14:30:00,1900-01-01 15:20:00
1289,1289,ECON, 101,Gardner,0007,M,15:35 - 16:20,31,1900-01-01 15:35:00,1900-01-01 16:20:00
1291,1291,ECON, 101,Gardner,0007,M,16:40 - 17:30,24,1900-01-01 16:40:00,1900-01-01 17:30:00
660,660,CHEM, 241,Gardner,0008,MWF,09:05 - 09:55,99,1900-01-01 09:05:00,1900-01-01 09:55:00
2033,2033,MATH, 110,Gardner,0008,MWF,10:10 - 11:00,80,1900-01-01 10:10:00,1900-01-01 11:00:00
1309,1309,ECON, 310,Gardner,0008,MWF,12:20 - 13:10,87,1900-01-01 12:20:00,1900-01-01 13:10:00
3145,3145,MNGT, 310,Gardner,0008,MWF,12:20 - 13:10,9,1900-01-01 12:20:00,1900-01-01 13:10:00
996,996,CMPL, 143,Gardner,0008,MW,13:25 - 14:40,70,1900-01-01 13:25:00,1900-01-01 14:40:00
3205,3205,STOR, 215,Gardner,0105,MWF,08:00 - 08:50,104,1900-01-01 08:00:00,1900-01-01 08:50:00
236,236,ARTH, 113,Gardner,0105,MW,09:05 - 09:55,115,1900-01-01 09:05:00,1900-01-01 09:55:00
3196,3196,STOR, 155,Gardner,0105,MWF,10:10 - 11:00,117,1900-01-01 10:10:00,1900-01-01 11:00:00
3197,3197,STOR, 155,Gardner,0105,MWF,11:15 - 12:05,118,1900-01-01 11:15:00,1900-01-01 12:05:00
3211,3211,STOR, 415,Gardner,0105,MWF,12:20 - 13:10,105,1900-01-01 12:20:00,1900-01-01 13:10:00
3199,3199,STOR, 155,Gardner,0105,MWF,13:25 - 14:15,120,1900-01-01 13:25:00,1900-01-01 14:15:00
2675,2675,PSYC, 230,Gardner,0105,MWF,14:30 - 15:20,119,1900-01-01 14:30:00,1900-01-01 15:20:00
1325,1325,ECON, 410,Gardner,0106,M,08:00 - 08:50,38,1900-01-01 08:00:00,1900-01-01 08:50:00
1294,1294,ECON, 101,Gardner,0106,M,09:05 - 09:55,28,1900-01-01 09:05:00,1900-01-01 09:55:00
1296,1296,ECON, 101,Gardner,0106,M,10:10 - 11:00,18,1900-01-01 10:10:00,1900-01-01 11:00:00
1446,1446,EURO,  89,Gardner,0106,MWF,12:20 - 13:10,22,1900-01-01 12:20:00,1900-01-01 13:10:00
1299,1299,ECON, 101,Gardner,0106,M,14:30 - 15:20,21,1900-01-01 14:30:00,1900-01-01 15:20:00
1301,1301,ECON, 101,Gardner,0106,M,15:35 - 16:25,23,1900-01-01 15:35:00,1900-01-01 16:25:00
1279,1279,ECON, 101,Gardner,0209,M,08:00 - 08:50,26,1900-01-01 08:00:00,1900-01-01 08:50:00
1266,1266,ECON, 101,Gardner,0209,M,09:05 - 09:55,31,1900-01-01 09:05:00,1900-01-01 09:55:00
1267,1267,ECON, 101,Gardner,0209,M,10:10 - 11:00,29,1900-01-01 10:10:00,1900-01-01 11:00:00
