,index,level_0,level_1,Bldg:,Room:,Days:,Time:,Class Enrl Tot:,start_time,end_time
1757,1757,HIST, 120,Tate Turner Kuralt,226A,W,15:35 - 16:25,14,1900-01-01 15:50:00,1900-01-01 16:40:00
1754,1754,HIST, 120,Tate Turner Kuralt,226A,W,16:40 - 17:30,13,1900-01-01 17:10:00,1900-01-01 18:00:00
3456,3456,LAW, 286,Van-Hecke-Wettach,3025,WThF,10:55 - 11:50,11,1900-01-01 10:55:00,1900-01-01 11:50:00
3419,3419,LAW, 201,Van-Hecke-Wettach,3025,MWTh,13:00 - 14:15,32,1900-01-01 13:00:00,1900-01-01 14:15:00
3504,3504,LAW, 546,Van-Hecke-Wettach,3025,W,15:10 - 16:05,11,1900-01-01 15:10:00,1900-01-01 16:05:00
3434,3434,LAW, 224,Van-Hecke-Wettach,3031,MW,16:15 - 17:40,9,1900-01-01 16:15:00,1900-01-01 17:40:00
3426,3426,LAW, 207,Van-Hecke-Wettach,3049,MTuW,10:25 - 11:40,30,1900-01-01 10:25:00,1900-01-01 11:40:00
3421,3421,LAW, 204,Van-Hecke-Wettach,3049,MWTh,13:00 - 14:15,31,1900-01-01 13:00:00,1900-01-01 14:15:00
3430,3430,LAW, 213,Van-Hecke-Wettach,3049,MW,16:15 - 17:40,16,1900-01-01 16:15:00,1900-01-01 17:40:00
3452,3452,LAW, 270,Van-Hecke-Wettach,3049,W,18:30 - 20:30,28,1900-01-01 18:30:00,1900-01-01 20:30:00
3498,3498,LAW, 538,Van-Hecke-Wettach,3080,W,13:00 - 15:00,13,1900-01-01 13:00:00,1900-01-01 15:00:00
3484,3484,LAW, 451,Van-Hecke-Wettach,4004,MW,10:25 - 11:50,13,1900-01-01 10:25:00,1900-01-01 11:50:00
3420,3420,LAW, 204,Van-Hecke-Wettach,4004,WThF,13:00 - 14:15,31,1900-01-01 13:00:00,1900-01-01 14:15:00
3441,3441,LAW, 241,Van-Hecke-Wettach,4004,MW,14:35 - 16:00,23,1900-01-01 14:45:00,1900-01-01 16:10:00
3495,3495,LAW, 525,Van-Hecke-Wettach,4004,W,16:15 - 19:15,21,1900-01-01 16:40:00,1900-01-01 19:40:00
3499,3499,LAW, 540,Van-Hecke-Wettach,4051,W,14:15 - 16:15,4,1900-01-01 14:15:00,1900-01-01 16:15:00
3490,3490,LAW, 489,Van-Hecke-Wettach,4082,MW,10:25 - 11:50,22,1900-01-01 10:25:00,1900-01-01 11:50:00
3475,3475,LAW, 361,Van-Hecke-Wettach,4082,MW,13:00 - 14:25,10,1900-01-01 13:00:00,1900-01-01 14:25:00
3425,3425,LAW, 207,Van-Hecke-Wettach,4082,MWTh,14:35 - 15:50,30,1900-01-01 14:55:00,1900-01-01 16:10:00
3503,3503,LAW, 545,Van-Hecke-Wettach,4082,W,18:30 - 20:30,15,1900-01-01 18:30:00,1900-01-01 20:30:00
3444,3444,LAW, 243,Van-Hecke-Wettach,4085,MW,08:45 - 10:10,21,1900-01-01 08:45:00,1900-01-01 10:10:00
3431,3431,LAW, 214,Van-Hecke-Wettach,4085,MW,10:25 - 11:50,21,1900-01-01 10:40:00,1900-01-01 12:05:00
3494,3494,LAW, 523,Van-Hecke-Wettach,4085,W,16:15 - 17:15,15,1900-01-01 16:15:00,1900-01-01 17:15:00
3487,3487,LAW, 472,Van-Hecke-Wettach,5003,W,16:15 - 18:15,18,1900-01-01 16:15:00,1900-01-01 18:15:00
3433,3433,LAW, 220,Van-Hecke-Wettach,5042,MW,08:45 - 10:10,90,1900-01-01 08:45:00,1900-01-01 10:10:00
3427,3427,LAW, 209,Van-Hecke-Wettach,5042,MWTh,10:25 - 11:40,62,1900-01-01 10:40:00,1900-01-01 11:55:00
3422,3422,LAW, 204,Van-Hecke-Wettach,5042,TuWF,13:00 - 14:15,60,1900-01-01 13:00:00,1900-01-01 14:15:00
3416,3416,LAW, 201,Van-Hecke-Wettach,5042,MWTh,14:35 - 15:50,62,1900-01-01 14:45:00,1900-01-01 16:00:00
3429,3429,LAW, 211,Van-Hecke-Wettach,5046,MTuW,08:45 - 09:40,36,1900-01-01 08:45:00,1900-01-01 09:40:00
3445,3445,LAW, 244,Van-Hecke-Wettach,5046,MTuW,09:50 - 10:45,30,1900-01-01 10:10:00,1900-01-01 11:05:00
3439,3439,LAW, 234F,Van-Hecke-Wettach,5046,TuWTh,10:55 - 11:50,48,1900-01-01 11:35:00,1900-01-01 12:30:00
3435,3435,LAW, 225,Van-Hecke-Wettach,5046,MW,13:00 - 14:25,32,1900-01-01 13:00:00,1900-01-01 14:25:00
3418,3418,LAW, 201,Van-Hecke-Wettach,5048,MWTh,08:45 - 10:00,32,1900-01-01 08:45:00,1900-01-01 10:00:00
3423,3423,LAW, 204,Van-Hecke-Wettach,5048,MWTh,10:25 - 11:40,64,1900-01-01 10:30:00,1900-01-01 11:45:00
3455,3455,LAW, 280,Van-Hecke-Wettach,5048,MTuW,13:00 - 14:15,43,1900-01-01 13:00:00,1900-01-01 14:15:00
3440,3440,LAW, 237,Van-Hecke-Wettach,5052,MTuW,10:55 - 11:50,70,1900-01-01 10:55:00,1900-01-01 11:50:00
3451,3451,LAW, 268,Van-Hecke-Wettach,5052,MTuW,13:00 - 14:15,79,1900-01-01 13:00:00,1900-01-01 14:15:00
3442,3442,LAW, 242,Van-Hecke-Wettach,5052,MW,15:10 - 17:10,63,1900-01-01 15:10:00,1900-01-01 17:10:00
3472,3472,LAW, 336,Van-Hecke-Wettach,5054,W,15:10 - 17:10,13,1900-01-01 15:10:00,1900-01-01 17:10:00
1440,1440,ENEC, 698,Venable,G307,MW,08:30 - 10:00,8,1900-01-01 08:30:00,1900-01-01 10:00:00
1407,1407,ENEC, 201H,Venable,G307,MWF,10:10 - 11:00,17,1900-01-01 10:30:00,1900-01-01 11:20:00
1431,1431,ENEC, 432,Venable,G307,MWF,11:15 - 12:05,20,1900-01-01 11:50:00,1900-01-01 12:40:00
1428,1428,ENEC, 352,Venable,G307,MWF,12:20 - 13:10,18,1900-01-01 13:10:00,1900-01-01 14:00:00
1412,1412,ENEC, 202,Venable,G307,W,14:30 - 16:20,17,1900-01-01 14:30:00,1900-01-01 16:20:00
707,707,CHEM, 450,Venable,G311,MWF,09:05 - 09:55,31,1900-01-01 09:05:00,1900-01-01 09:55:00
3031,3031,SPAN, 203,Venable,G311,MWF,10:10 - 11:00,19,1900-01-01 10:25:00,1900-01-01 11:15:00
3009,3009,SPAN, 105,Venable,G311,MWF,11:15 - 12:05,20,1900-01-01 11:45:00,1900-01-01 12:35:00
719,719,CHEM, 488,Venable,G311,MWF,12:20 - 13:10,5,1900-01-01 13:05:00,1900-01-01 13:55:00
745,745,CHEM, 764,Venable,G311,MW,14:00 - 15:15,10,1900-01-01 14:25:00,1900-01-01 15:40:00
735,735,CHEM, 742,Venable,G311,MTuWThF,16:30 - 17:20,13,1900-01-01 16:30:00,1900-01-01 17:20:00
518,518,BIOL, 272,Wilson,0107,MWF,10:10 - 11:00,30,1900-01-01 10:10:00,1900-01-01 11:00:00
1419,1419,ENEC, 272,Wilson,0107,MWF,10:10 - 11:00,5,1900-01-01 11:30:00,1900-01-01 12:20:00
1873,1873,HIST, 225,Wilson,0107,MW,12:20 - 13:10,87,1900-01-01 12:50:00,1900-01-01 13:40:00
917,917,COMP, 523,Wilson,0107,MWF,13:25 - 14:40,43,1900-01-01 14:10:00,1900-01-01 15:25:00
3796,3796,MEJO, 448,Wilson,0107,MW,15:00 - 16:15,44,1900-01-01 15:55:00,1900-01-01 17:10:00
506,506,BIOL, 252L,Wilson,0111,W,08:00 - 10:50,26,1900-01-01 08:00:00,1900-01-01 10:50:00
508,508,BIOL, 252L,Wilson,0111,W,12:30 - 15:20,26,1900-01-01 12:30:00,1900-01-01 15:20:00
510,510,BIOL, 252L,Wilson,0111,W,15:30 - 18:20,25,1900-01-01 15:50:00,1900-01-01 18:40:00
555,555,BIOL, 474L,Wilson,0112,W,14:30 - 17:30,24,1900-01-01 14:30:00,1900-01-01 17:30:00
546,546,BIOL, 450,Wilson,0128,MWF,10:10 - 11:00,68,1900-01-01 10:10:00,1900-01-01 11:00:00
574,574,BMME, 350,Wilson,0128,MWF,11:15 - 12:05,71,1900-01-01 11:30:00,1900-01-01 12:20:00
487,487,BIOL, 221,Wilson,0132,W,11:00 - 12:15,13,1900-01-01 11:00:00,1900-01-01 12:15:00
489,489,BIOL, 221L,Wilson,0132,W,12:30 - 15:15,13,1900-01-01 12:45:00,1900-01-01 15:30:00
537,537,BIOL, 422L,Wilson,0138,W,13:25 - 16:25,16,1900-01-01 13:25:00,1900-01-01 16:25:00
1110,1110,ENGL, 105,Wilson,0139,MWF,11:15 - 12:05,19,1900-01-01 11:15:00,1900-01-01 12:05:00
2888,2888,FREN, 101,Wilson,0139,MWF,12:20 - 13:10,18,1900-01-01 12:35:00,1900-01-01 13:25:00
520,520,BIOL, 272,Wilson,0140,W,13:25 - 16:20,16,1900-01-01 13:25:00,1900-01-01 16:20:00
1421,1421,ENEC, 272,Wilson,0140,W,13:25 - 16:20,3,1900-01-01 16:50:00,1900-01-01 19:45:00
3272,3272,WGST, 290,Wilson,0202,MWF,09:00 - 09:50,3,1900-01-01 09:00:00,1900-01-01 09:50:00
833,833,COMM, 224,Wilson,0202,MWF,10:10 - 11:00,14,1900-01-01 10:20:00,1900-01-01 11:10:00
3260,3260,WGST, 224,Wilson,0202,MWF,10:10 - 11:00,8,1900-01-01 11:40:00,1900-01-01 12:30:00
507,507,BIOL, 252L,Wilson,0212,W,08:00 - 10:50,26,1900-01-01 08:00:00,1900-01-01 10:50:00
509,509,BIOL, 252L,Wilson,0212,W,12:30 - 15:20,25,1900-01-01 12:30:00,1900-01-01 15:20:00
511,511,BIOL, 252L,Wilson,0212,W,15:30 - 18:20,25,1900-01-01 15:50:00,1900-01-01 18:40:00
525,525,BIOL, 278L,Wilson,0G20,W,08:00 - 10:50,13,1900-01-01 08:00:00,1900-01-01 10:50:00
526,526,BIOL, 278L,Wilson,0G20,W,13:25 - 16:25,16,1900-01-01 13:25:00,1900-01-01 16:25:00
1539,1539,LFIT, 114,Woollen Gym,0017,MW,11:15 - 12:05,22,1900-01-01 11:15:00,1900-01-01 12:05:00
1537,1537,LFIT, 114,Woollen Gym,0019,MW,08:00 - 08:50,22,1900-01-01 08:00:00,1900-01-01 08:50:00
1538,1538,LFIT, 114,Woollen Gym,0019,MW,09:05 - 09:55,22,1900-01-01 09:20:00,1900-01-01 10:10:00
1505,1505,LFIT, 103,Woollen Gym,0019,MW,10:10 - 11:00,21,1900-01-01 10:40:00,1900-01-01 11:30:00
1550,1550,LFIT, 145,Woollen Gym,0019,MW,11:15 - 12:05,24,1900-01-01 12:00:00,1900-01-01 12:50:00
1540,1540,LFIT, 114,Woollen Gym,0019,MW,13:25 - 14:15,20,1900-01-01 13:25:00,1900-01-01 14:15:00
1541,1541,LFIT, 114,Woollen Gym,0019,MW,14:30 - 15:20,22,1900-01-01 14:45:00,1900-01-01 15:35:00
1542,1542,LFIT, 114,Woollen Gym,0019,MW,15:35 - 16:25,21,1900-01-01 16:05:00,1900-01-01 16:55:00
1543,1543,LFIT, 114,Woollen Gym,0019,MW,18:00 - 18:50,22,1900-01-01 18:00:00,1900-01-01 18:50:00
1478,1478,EXSS, 288,Woollen Gym,0301,MWF,08:00 - 08:50,40,1900-01-01 08:00:00,1900-01-01 08:50:00
3000,3000,SPAN, 105,Woollen Gym,0301,MWF,09:05 - 09:55,14,1900-01-01 09:20:00,1900-01-01 10:10:00
3001,3001,SPAN, 105,Woollen Gym,0301,MWF,09:05 - 09:55,15,1900-01-01 10:40:00,1900-01-01 11:30:00
3124,3124,SPAN, 371,Woollen Gym,0301,MWF,10:10 - 11:00,21,1900-01-01 12:00:00,1900-01-01 12:50:00
1468,1468,EXSS, 207,Woollen Gym,0301,MWF,11:15 - 13:05,19,1900-01-01 13:20:00,1900-01-01 15:10:00
1479,1479,EXSS, 288,Woollen Gym,0301,MWF,13:25 - 14:15,40,1900-01-01 15:40:00,1900-01-01 16:30:00
1499,1499,EXSS, 410,Woollen Gym,0302,MW,08:45 - 10:00,20,1900-01-01 08:45:00,1900-01-01 10:00:00
3033,3033,SPAN, 203,Woollen Gym,0302,MWF,10:10 - 11:00,21,1900-01-01 10:30:00,1900-01-01 11:20:00
1467,1467,EXSS, 205,Woollen Gym,0302,MWF,11:15 - 13:05,18,1900-01-01 11:50:00,1900-01-01 13:40:00
1496,1496,EXSS, 385,Woollen Gym,0303,MWF,09:05 - 09:55,52,1900-01-01 09:05:00,1900-01-01 09:55:00
1885,1885,HIST, 240,Woollen Gym,0303,MW,10:10 - 11:00,41,1900-01-01 10:25:00,1900-01-01 11:15:00
2477,2477,PLCY, 581,Woollen Gym,0303,MW,12:20 - 13:35,51,1900-01-01 12:20:00,1900-01-01 13:35:00
1902,1902,HIST, 279,Woollen Gym,0303,MW,14:30 - 15:20,46,1900-01-01 14:30:00,1900-01-01 15:20:00
1464,1464,EXSS, 181,Woollen Gym,0304,MWF,09:05 - 09:55,49,1900-01-01 09:05:00,1900-01-01 09:55:00
1497,1497,EXSS, 385,Woollen Gym,0304,MWF,10:10 - 11:00,47,1900-01-01 10:25:00,1900-01-01 11:15:00
1500,1500,EXSS, 475,Woollen Gym,0304,MWF,11:15 - 12:05,9,1900-01-01 11:45:00,1900-01-01 12:35:00
1483,1483,EXSS, 323,Woollen Gym,0304,MWF,12:20 - 13:10,52,1900-01-01 13:05:00,1900-01-01 13:55:00
1473,1473,EXSS, 224,Woollen Gym,0304,MWF,13:25 - 14:15,35,1900-01-01 14:25:00,1900-01-01 15:15:00
1504,1504,LFIT, 103,Woollen Gym,B017,MW,08:00 - 08:50,22,1900-01-01 08:00:00,1900-01-01 08:50:00
1557,1557,PHYA, 231,Woollen Gym,B017,MW,10:10 - 11:00,30,1900-01-01 10:10:00,1900-01-01 11:00:00
1551,1551,PHYA, 202,Woollen Gym,B017,MW,12:20 - 13:10,22,1900-01-01 12:20:00,1900-01-01 13:10:00
1506,1506,LFIT, 103,Woollen Gym,B017,MW,13:25 - 14:15,21,1900-01-01 13:40:00,1900-01-01 14:30:00
1507,1507,LFIT, 103,Woollen Gym,B017,MW,14:30 - 15:20,21,1900-01-01 15:00:00,1900-01-01 15:50:00
1527,1527,LFIT, 113,Woollen Gym,B020,MW,08:00 - 08:50,23,1900-01-01 08:00:00,1900-01-01 08:50:00
1528,1528,LFIT, 113,Woollen Gym,B020,MW,09:05 - 09:55,23,1900-01-01 09:20:00,1900-01-01 10:10:00
1529,1529,LFIT, 113,Woollen Gym,B020,MW,10:10 - 11:00,24,1900-01-01 10:40:00,1900-01-01 11:30:00
1530,1530,LFIT, 113,Woollen Gym,B020,MW,11:15 - 12:05,24,1900-01-01 12:00:00,1900-01-01 12:50:00
1531,1531,LFIT, 113,Woollen Gym,B020,MW,13:25 - 14:15,24,1900-01-01 13:25:00,1900-01-01 14:15:00
1532,1532,LFIT, 113,Woollen Gym,B020,MW,14:30 - 15:20,24,1900-01-01 14:45:00,1900-01-01 15:35:00
1533,1533,LFIT, 113,Woollen Gym,B020,MW,15:35 - 16:25,24,1900-01-01 16:05:00,1900-01-01 16:55:00
